LNR,RESPONSE
1754,0.6994793428486781
1770,0.7248894016786467
1465,0.201267137387799
1470,0.0734049102524881
1478,0.2834443193873096
1782,0.07809225242210885
1485,0.1586892420554299
1519,0.540031477800837
1835,0.43902776145702915
1522,0.2124264951639078
1539,0.11406154053000908
1853,0.7154244100892019
1856,0.24410566431393727
2502,0.15801229157504146
2182,0.7250978337134036
2191,0.5554157131124515
2522,0.16911557261892762
2530,0.5296573904124456
2215,0.12636836895478643
2550,0.6708623873023342
2570,0.2895480370363402
2574,0.16151127100600685
2579,0.6458492066299658
2247,0.7427117467834783
2674,0.09883938704260167
11434,0.37922751008237554
11122,0.6720965053833712
11127,0.7180227195940759
11443,0.7008505212640863
11170,0.26676947271122403
11191,0.10664153839807562
11198,0.6843970166216813
10936,0.26676947271122403
11244,0.25267086271260386
11247,0.5123507163516965
11252,0.1534127874598548
11259,0.26676947271122403
10945,0.03410628713045918
10951,0.20763646528749058
11271,0.5602799807319844
10963,0.6421336928011647
11282,0.14344703501440867
11291,0.15897806935633502
10980,0.12291904522399702
10994,0.2219851109586432
10998,0.26676947271122403
11303,0.2570705007459515
11630,0.06535795621979933
11636,0.3018075383711226
11949,0.24890799871340813
11950,0.5230587562776927
11956,0.6996565525173295
11648,0.26676947271122403
11653,0.513443137084404
11967,0.07842209083691692
11972,0.09373684019606446
11975,0.23306370357496514
12110,0.14518967638189484
12113,0.5513163780290609
11712,0.3179793066698846
11716,0.26676947271122403
12000,0.1321695486979542
11722,0.3891381186208524
12023,0.26676947271122403
12046,0.23872742726613794
11762,0.26676947271122403
12071,0.2418330722758266
12077,0.33027173360533046
11785,0.4151378679216623
11788,0.20186040162778898
11790,0.041413386679103555
11800,0.37927863856831834
11806,0.13329689936644848
11816,0.03113317358446394
11505,0.46846645765701517
11837,0.10336400779679007
11531,0.604974993183937
11848,0.08530324198140435
11854,0.21508172567955028
11877,0.12464815816473347
11563,0.10913233090759404
11567,0.08000991458374876
11894,0.3158377854324409
11906,0.514004298103421
11917,0.26676947271122403
11610,0.26676947271122403
11923,0.5845838358828154
12596,0.2782411020243325
12603,0.261364169355671
12608,0.3010502325309719
12633,0.19913486257784987
12637,0.5564467799526419
21484,0.26676947271122403
21184,0.3676804116465368
21247,0.3042636552380618
20991,0.5718405089442614
21018,0.3493563384404411
21019,0.4193162925813525
21047,0.12032015979577042
21054,0.2835712830067188
21374,0.21748403611282086
21392,0.4933552744117266
21713,0.09870319660690105
22019,0.25900955128182174
22025,0.650101146169929
21722,0.5531928870774022
21728,0.2535013449539562
22039,0.26676947271122403
22044,0.19508377888603884
61900,0.1569171409367536
62548,0.4942371210525751
63176,0.06715563547226464
64473,0.6391801839943971
64779,0.6581906879794269
64780,0.27000586978962515
64784,0.37919902960990887
65105,0.26676947271122403
65431,0.47292439339133135
65433,0.6645463650070939
66055,0.1167539282031205
66071,0.26676947271122403
61280,0.11253542327230603
61281,0.39131885997007615
61284,0.15462313090223526
61597,0.33028163511181646
61606,0.030176697798320714
62235,0.7007079890473648
62240,0.16065660953167443
62241,0.10051586787837115
62555,0.5256129088304413
62557,0.26676947271122403
62565,0.20170093976082484
62566,0.7706726079606351
63515,0.46830589629364444
63524,0.8135668490898968
64797,0.1991353894716184
65116,0.26676947271122403
75249,0.17429631230082307
75253,0.7786220166666766
75575,0.26676947271122403
76212,0.12115486700654099
71422,0.21602309540903825
72059,0.5636091931170405
72060,0.555854453269248
72383,0.22599414149381844
72386,0.15085448735217852
72700,0.24823235629991902
72715,0.13812715940794718
73028,0.28045910790554934
73346,0.3320802409593169
73658,0.09133613912573403
73662,0.5714684897908512
73666,0.2732737480034879
73668,0.26676947271122403
73985,0.6299871496979205
74299,0.16173385049154781
74310,0.31375917174379947
74312,0.5818399471974796
74619,0.06437948969684483
74620,0.1661308670548553
74627,0.13887640394866335
74938,0.19651317589375542
74952,0.22588919086229683
75911,0.13715018394022102
75913,0.1921205671702932
76221,0.10162650230851665
76227,0.0798189517570541
71448,0.22991796956745547
15887,0.09002154866343759
15498,0.1436627661174034
15504,0.5391192365174008
15507,0.275758453994187
15521,0.15386590076480958
24403,0.24402331444071468
24100,0.6565630032528925
24436,0.18547599321993943
24440,0.10313060577666006
24442,0.26676947271122403
24148,0.2300211116888037
24149,0.17839782315009955
24155,0.14778796404949818
24458,0.17280887448097704
24169,0.5122040762926251
24477,0.7472744744120732
24479,0.1816545973428073
24486,0.32002531537777573
24190,0.48413654692704283
24515,0.5650109112828899
24214,0.5816909143322121
25183,0.26676947271122403
25207,0.055690631162467204
24889,0.5448588356684493
24890,0.1762971027086861
25226,0.2722760963546942
25232,0.26676947271122403
25244,0.13888572683401462
25339,0.1655975209807057
25355,0.49816379885526657
24958,0.06384146419057034
25277,0.23037647634116068
25286,0.6028269021063707
24988,0.26676947271122403
25298,0.20189744953578545
25309,0.712109401339429
25315,0.1217570974792168
25014,0.26676947271122403
25322,0.08441611356189582
25333,0.7148760359608778
25025,0.26676947271122403
24726,0.634752029193461
24735,0.26676947271122403
25055,0.2816767894140007
25056,0.16498255592480196
24746,0.5657816703565725
25061,0.13716643067183523
25067,0.2159650167231068
25074,0.19208432282624893
24773,0.13170366291141222
25080,0.26676947271122403
25086,0.5647916763503272
25088,0.08593446647551994
24777,0.09003701189946327
24796,0.3668089563551776
25104,0.34830131552792887
24806,0.17722875505338656
25118,0.24794572538722118
24822,0.26676947271122403
82811,0.5676346430817928
83449,0.4828576321395162
83459,0.26676947271122403
83770,0.26676947271122403
84091,0.13945901958998694
84096,0.25004562373616906
84737,0.14107051032026102
85048,0.26676947271122403
85049,0.6028310903507798
85051,0.5028700529662316
85369,0.13157757549971527
85374,0.2765009446987273
85380,0.3023913004612688
82190,0.15321434158760217
82505,0.26676947271122403
82515,0.16205621666466846
82517,0.22056469557209807
82821,0.2722760963546942
83140,0.3124365570931976
788,0.18755507552127404
1102,0.22349446110339974
1109,0.15776648120176548
821,0.09467776457585818
829,0.4094725797815325
837,0.6044866774162907
845,0.26676947271122403
1163,0.660417255270374
861,0.26676947271122403
899,0.12730297434127869
1207,0.5709446907836906
906,0.15430461319149485
1221,0.7002012467177584
1545,0.09085181542261114
1546,0.7654190329763699
1555,0.11232992857547903
1556,0.6288614753557016
1879,0.1019447849002426
1885,0.5317740289532862
1593,0.17743775374734042
1902,0.4620136715750584
1611,0.14660226540294213
1921,0.0280240848732831
1927,0.615662707991037
1651,0.3608670560560786
1978,0.4244798023368872
1718,0.3478407469953035
1722,0.1411962592098597
1734,0.2869322637901741
41705,0.1853279135165339
41711,0.26676947271122403
41712,0.19484936626009586
42029,0.2107756508478482
42347,0.18457877258484995
42352,0.19098133636249504
42353,0.19359317431274858
42671,0.4954831142622056
42987,0.11395904614386909
43310,0.5794207781096721
43627,0.2720895037037667
43629,0.2943605439327413
43945,0.2732737480034879
43953,0.1620296714073652
43954,0.7074555885724905
43961,0.17226542582804594
44280,0.09686554685699313
44917,0.10862566016346524
44924,0.5463688136016605
44927,0.1489077802396791
45244,0.3288591003260897
45570,0.20157237889763746
45584,0.39301788492592643
41721,0.3018894402685194
41739,0.26676947271122403
42054,0.282057682023335
42369,0.2102594687761614
42689,0.3742149694862614
43019,0.1520743033674699
43331,0.5636992336327421
51328,0.2711716842740101
51644,0.634944604813758
51653,0.6150813604132397
51969,0.23112929694085865
52308,0.7093918122600376
52310,0.34569962600308785
52626,0.5859836625263379
52638,0.08329404442558093
52940,0.31977805058828374
52954,0.6906715293386895
55194,0.26676947271122403
55196,0.2113874906640063
55526,0.26676947271122403
55847,0.10445319683653004
55848,0.26676947271122403
51024,0.26676947271122403
51031,0.12645987906016196
51342,0.5760883059984688
51348,0.21832133985417862
51666,0.6985837042953544
51674,0.0844590677648495
51680,0.7703789175057006
52331,0.03825699576029677
53302,0.26676947271122403
82163,0.6565770296073432
82481,0.0836456927497172
82498,0.34277222506916644
55852,0.26676947271122403
55858,0.09773019152725515
55859,0.1707012881434196
51037,0.26676947271122403
51039,0.12640058533955442
51683,0.4647594802875017
51685,0.25470235520342055
51695,0.4196268435582567
51702,0.1446941910595463
52343,0.5288581747335492
52353,0.26676947271122403
53314,0.26676947271122403
53322,0.2788635699334794
53950,0.6211027993803303
54597,0.32257613816166436
54925,0.16180539656629764
55245,0.6235918725154977
55558,0.26676947271122403
55882,0.35188257278844975
51384,0.05025267835367563
51703,0.6823407661360608
51706,0.3898326592707304
51711,0.4835303581766386
52041,0.05839063121028708
52047,0.4299276259890767
52369,0.4283374758683841
52689,0.19819300024224892
53331,0.21576119969457844
53341,0.12270776057567527
63455,0.5839058187532522
63780,0.1952553555689862
63783,0.26676947271122403
64096,0.1013975346660895
64104,0.17952744451664163
64109,0.09396969597526891
64422,0.6041132777843637
65391,0.26676947271122403
65705,0.07520501930785901
65709,0.3000822335236814
61568,0.3124365570931976
62203,0.2661711425058292
62850,0.25956677043744175
62851,0.6369011719653699
63164,0.3826448733766626
63491,0.38397835065377106
63796,0.18422657841202286
63799,0.5485208529764051
63802,0.4648361129584104
63812,0.26676947271122403
64127,0.23969816304342087
64449,0.6799358079172686
64771,0.27608534857693545
65082,0.26676947271122403
65399,0.16483600517161903
66039,0.26676947271122403
66048,0.09213517701732594
71758,0.5585285950779579
72077,0.26676947271122403
72087,0.26676947271122403
72405,0.5844388044436283
72723,0.34144659329455596
72735,0.081318941584217
73046,0.27398210257840017
73682,0.12417184871957307
73694,0.057581810379668426
73696,0.5008787952641869
74317,0.37316684328791755
74974,0.22737119423145472
75286,0.4406174035687466
75605,0.1529830855345077
75612,0.26676947271122403
75929,0.26676947271122403
76239,0.13031192329768224
71471,0.22236694747273925
71776,0.022829020588571388
71779,0.26676947271122403
72112,0.355591349400092
72417,0.1602935283033075
72420,0.14893508404592454
72425,0.5846492120392723
73073,0.2357939927902932
73393,0.41601717500444596
73714,0.28474786437987054
74337,0.7482179912838457
74347,0.1345182393034416
74354,0.42309754730468874
74666,0.12385019080039769
74667,0.26676947271122403
74990,0.5700441032481844
75949,0.15433181148200012
75952,0.20142669516205033
71486,0.7323589426702145
71805,0.5312398837184578
71813,0.5782723501406061
72130,0.13812590898209576
72437,0.351643466277263
82469,0.26676947271122403
82788,0.45962136742526066
82793,0.26676947271122403
83111,0.26676947271122403
83113,0.260677126047357
83420,0.6488770322063631
83425,0.26936620911906006
83428,0.26676947271122403
83433,0.034420847854290636
83759,0.7201194154012596
84381,0.4589615951649431
84709,0.6828782173871484
85024,0.5753738661131771
85026,0.17945282076443836
85671,0.5760497008280349
35158,0.08169357570858102
34851,0.15170946183187528
34853,0.34392628212785215
34859,0.25288427327257423
35162,0.6915617603532789
35165,0.26676947271122403
34865,0.11294702730121067
34877,0.46451458748625213
34898,0.09853112639866903
35203,0.181534026323231
34902,0.4959067547825134
34907,0.21922300978921616
34930,0.6427868462792605
34939,0.2219812100643429
35249,0.6407081492366575
35561,0.32232572404779525
35568,0.26676947271122403
35572,0.28243398157922706
35574,0.1542149402736425
35575,0.3594001105792518
35889,0.26676947271122403
35583,0.13158056645931515
35587,0.13510032175955886
35597,0.12299350012694749
35900,0.10828513911731057
35602,0.7115602871195379
35606,0.6636259494711312
35922,0.07382276385092024
35936,0.061798167653337614
41020,0.6748353631106867
41028,0.6548753074567197
41344,0.17731629660996076
41666,0.2722760963546942
42319,0.71882809867297
42634,0.2732737480034879
42944,0.4866443757649008
42952,0.04025607851328335
42954,0.055356516360746885
43274,0.22755401605556466
43582,0.26676947271122403
43590,0.2564683995246522
43594,0.6290570619940997
43909,0.3988148821409694
43917,0.4728223299271617
44561,0.2704631826518713
45202,0.7137275628375636
45210,0.12857136037420122
41684,0.6283139233467466
41691,0.19348396763534464
42333,0.2493545755097475
42660,0.08648742497097074
42963,0.4103889551034189
42979,0.17709802502223476
43287,0.0633370524089847
44582,0.26676947271122403
45233,0.3717237755937285
45544,0.24535151299673352
45550,0.17997590849728506
40729,0.13628482440898554
41379,0.2732737480034879
41395,0.5445312574946858
4332,0.08390216277307262
4346,0.4937636484518215
4044,0.563576749074096
5031,0.3373064121982193
5033,0.08037582614990121
5057,0.7172386660786378
4737,0.2980846093675144
5067,0.38940013430519893
4757,0.14488931465917781
4758,0.26676947271122403
4762,0.32095947237296246
4780,0.26676947271122403
5183,0.20233838662926687
5191,0.30286772308278026
5198,0.26676947271122403
4802,0.32024797728255744
5126,0.26676947271122403
5132,0.6316283850575324
4830,0.6505818428295954
5154,0.5597726322229416
4854,0.26676947271122403
4861,0.1047194255144983
5180,0.12417758786655599
4574,0.2233873575308195
4896,0.4351037280909832
4592,0.2509615435811824
4599,0.06897618966864039
4914,0.7256329952792595
4604,0.19760535995969372
4932,0.4914497586143098
4623,0.12008282187610529
4633,0.32594070005515247
4636,0.11988558289632155
4944,0.046685416910192054
4949,0.26676947271122403
4644,0.26676947271122403
4977,0.29897836922626997
4674,0.26676947271122403
4986,0.28658659351791405
4683,0.028968335512206803
4686,0.12256770764732108
4691,0.10655960721518887
4700,0.5191472185258681
5018,0.14652887474537465
5341,0.43188483768986835
5646,0.7129552898450545
5647,0.26676947271122403
5649,0.1608441925961731
5661,0.17316987633889652
5671,0.6580400572394348
5677,0.3456870909799673
5375,0.1514430992080339
5396,0.26676947271122403
5410,0.15771876566125295
5411,0.23380283479115868
5714,0.3803850493013734
5427,0.16099073584403503
5436,0.2617342471196382
5725,0.36707653669012713
5733,0.2876752000358549
5454,0.4240899471031457
10241,0.27425350690034955
10566,0.056710268274967855
10579,0.11964159057309058
929,0.13749373518815208
935,0.3287130651234747
1261,0.2533584599999458
951,0.2046842080937794
952,0.26676947271122403
955,0.08434740942513613
1295,0.48148248435364677
966,0.12437638940893678
974,0.30469355522855246
1305,0.1901815584401877
995,0.5774838038791735
998,0.054903171000351324
1403,0.6727892575169581
1001,0.27944041148670756
1009,0.12114159150046543
1338,0.70793722456361
1029,0.26676947271122403
1053,0.04461005092761876
1062,0.053910606269309116
1067,0.09525770754653204
1071,0.30926079124922035
9957,0.2355825072366364
9960,0.7060824906598553
9671,0.26676947271122403
9680,0.44444731244440566
9982,0.6135369907321705
9700,0.3414245026199761
9712,0.26676947271122403
10023,0.487166632932988
10042,0.1671052000956759
10043,0.28625159859878896
10048,0.6409948264529297
10049,0.19228780851869987
10054,0.07698102947227384
10057,0.2008299815920866
10388,0.09069878804435684
10396,0.14485861878451176
10700,0.10350609722435346
10716,0.26676947271122403
10418,0.3995580619762103
10730,0.6876123195529862
10733,0.3272065142312736
10429,0.5394052840431817
10844,0.26866484663134704
10856,0.16742999293287672
10448,0.4266319565396882
10451,0.06031603473040515
10458,0.0841685318723741
10743,0.050593914711796854
10753,0.20846384241647095
10756,0.15148940616661677
10465,0.7091030811208233
10488,0.4796779652173831
10490,0.10705771484780947
10495,0.26676947271122403
10510,0.16209442461515472
10818,0.583081268703109
10531,0.21756053065828518
10823,0.0723740007824883
10544,0.6973030990776896
10553,0.08086473530439907
31437,0.13212002260688022
31442,0.17079763333996945
31451,0.32020546472620093
31453,0.5552475472938276
31143,0.49243868163870613
31146,0.20397067580755715
31149,0.26676947271122403
31460,0.048852686757949786
31466,0.45792832571229825
31472,0.26676947271122403
31788,0.1575458344803697
32113,0.26676947271122403
31807,0.12723754132063836
32122,0.200167939417679
32127,0.13470447399709337
31820,0.15016055108333756
31832,0.26676947271122403
32267,0.2685669397838918
31860,0.1863026610727858
31873,0.37410011701004375
32168,0.6054088881552526
32177,0.26676947271122403
31882,0.1542149402736425
31896,0.6625747850354188
31910,0.570042883947878
32211,0.6636835478479088
32232,0.7742413546010818
31943,0.26676947271122403
31950,0.7617257856064553
32243,0.6369342663543811
31966,0.5955791611009532
31976,0.6520092258180832
31666,0.21332546553531045
31674,0.2610274738489519
31989,0.5932518199798096
31990,0.31898230094574964
31991,0.17455007662146885
31997,0.14055263690987213
31692,0.26676947271122403
31719,0.22407211766019314
31723,0.674564487720158
32039,0.5766151807061988
32042,0.13846016223334626
31739,0.26676947271122403
32061,0.2712036678568653
32062,0.08117890650439913
44333,0.07130309423411094
44656,0.08038069049684529
44658,0.26676947271122403
44976,0.2937957964333884
44990,0.26676947271122403
45312,0.6446302777554436
45644,0.20759874887253557
41146,0.26676947271122403
41459,0.7693572373972135
41462,0.11750133988910993
41787,0.1982772331446057
42422,0.5704572530612793
42743,0.3078102177847951
43076,0.13971321666093434
44350,0.21999661603760146
44353,0.12513492503136478
44356,0.14676961689581436
25163,0.26676947271122403
25490,0.5857527232372839
25811,0.26676947271122403
25501,0.26676947271122403
25502,0.2306554287140724
25505,0.19773114809068648
25835,0.09605281830145747
25966,0.0889971925089358
25973,0.3062910869711774
25570,0.12155485657483438
